locus	type	lnL ratio	P-value
dDocent_Contig_2261:45	dDocent_Contig_2261:45	C	4.44947536590978	0.018
dDocent_Contig_226947:11	dDocent_Contig_226947:11	C	8.44115651249824	0.001
dDocent_Contig_251915:48	dDocent_Contig_251915:48	C	8.16418418212351	0.001
dDocent_Contig_30997:38	dDocent_Contig_30997:38	C	13.5632397105227	0
dDocent_Contig_139852:62	dDocent_Contig_139852:62	C	2.97910539764975	0.082
dDocent_Contig_87998:24	dDocent_Contig_87998:24	C	12.9778143744431	0
dDocent_Contig_246651:34	dDocent_Contig_246651:34	C	9.28051337652654	0
dDocent_Contig_21152:38	dDocent_Contig_21152:38	C	4.07957278635418	0.029
dDocent_Contig_130014:13	dDocent_Contig_130014:13	C	1.74157057603966	0.284
dDocent_Contig_69790:30	dDocent_Contig_69790:30	C	11.2871980098622	0
dDocent_Contig_142602:9	dDocent_Contig_142602:9	C	4.16921272521785	0.046
dDocent_Contig_154609:28	dDocent_Contig_154609:28	C	3.82521378208939	0.07
dDocent_Contig_9609:76	dDocent_Contig_9609:76	C	7.25518902654585	0.007
dDocent_Contig_48101:63	dDocent_Contig_48101:63	C	7.55145276228031	0.005
dDocent_Contig_5658:44	dDocent_Contig_5658:44	C	11.6767333694234	0
dDocent_Contig_234925:50	dDocent_Contig_234925:50	C	5.52862771918716	0.011
dDocent_Contig_83100:55	dDocent_Contig_83100:55	C	5.73102407199684	0.005
dDocent_Contig_77270:49	dDocent_Contig_77270:49	C	6.48898064655847	0.003
dDocent_Contig_47087:37	dDocent_Contig_47087:37	C	9.37442658372508	0
dDocent_Contig_98597:20	dDocent_Contig_98597:20	C	2.14456475285799	0.192
dDocent_Contig_56983:35	dDocent_Contig_56983:35	C	14.3101805947939	0
dDocent_Contig_236147:37	dDocent_Contig_236147:37	C	2.30179821185817	0.173
dDocent_Contig_88045:51	dDocent_Contig_88045:51	C	13.2813375933119	0.001
dDocent_Contig_91805:33	dDocent_Contig_91805:33	C	4.26297797743298	0.035
dDocent_Contig_103993:48	dDocent_Contig_103993:48	C	1.51657130221868	0.338
dDocent_Contig_78401:31	dDocent_Contig_78401:31	C	76.6921808647481	0
dDocent_Contig_225160:12	dDocent_Contig_225160:12	C	3.1538009880324	0.111
dDocent_Contig_235638:36	dDocent_Contig_235638:36	C	4.59455673637709	0.022
dDocent_Contig_132163:24	dDocent_Contig_132163:24	C	4.9213008155689	0.021
dDocent_Contig_105308:49	dDocent_Contig_105308:49	C	0.361673635677704	0.646
dDocent_Contig_22888:67	dDocent_Contig_22888:67	C	6.69620748975342	0.004
dDocent_Contig_99827:40	dDocent_Contig_99827:40	C	7.49925145549983	0.003
dDocent_Contig_195214:81	dDocent_Contig_195214:81	C	16.6365871956646	0
dDocent_Contig_16991:9	dDocent_Contig_16991:9	C	12.7314854233745	0
dDocent_Contig_80642:22	dDocent_Contig_80642:22	C	2.60958218918007	0.13
dDocent_Contig_13165:39	dDocent_Contig_13165:39	C	18.5238605939283	0
dDocent_Contig_137675:43	dDocent_Contig_137675:43	C	7.89597714593619	0.001
dDocent_Contig_99889:44	dDocent_Contig_99889:44	C	3.54834979082996	0.043
dDocent_Contig_113127:20	dDocent_Contig_113127:20	C	2.5076795808945	0.133
dDocent_Contig_108298:73	dDocent_Contig_108298:73	C	3.56762178965387	0.075
dDocent_Contig_103775:22	dDocent_Contig_103775:22	C	4.06916706731296	0.028
dDocent_Contig_107409:11	dDocent_Contig_107409:11	C	2.39888194976149	0.167
dDocent_Contig_242290:32	dDocent_Contig_242290:32	C	15.4286758438841	0
dDocent_Contig_18148:22	dDocent_Contig_18148:22	C	2.34457782299834	0.151
dDocent_Contig_23554:57	dDocent_Contig_23554:57	C	6.97976851854146	0.004
dDocent_Contig_58075:50	dDocent_Contig_58075:50	C	9.59896948162056	0
dDocent_Contig_234430:13	dDocent_Contig_234430:13	C	11.3763085925705	0
dDocent_Contig_76872:15	dDocent_Contig_76872:15	C	10.7026242285095	0
dDocent_Contig_70906:28	dDocent_Contig_70906:28	C	16.5562395846304	0
dDocent_Contig_91420:7	dDocent_Contig_91420:7	C	5.99371540641248	0.015
dDocent_Contig_15456:12	dDocent_Contig_15456:12	C	15.2496578025198	0
dDocent_Contig_40803:21	dDocent_Contig_40803:21	C	8.3008109310372	0.001
dDocent_Contig_113375:9	dDocent_Contig_113375:9	C	5.9644024094295	0.005
dDocent_Contig_184234:18	dDocent_Contig_184234:18	C	5.02717497300809	0.011
dDocent_Contig_144726:9	dDocent_Contig_144726:9	C	11.8856869904385	0
dDocent_Contig_23625:22	dDocent_Contig_23625:22	C	1.57082009665002	0.296
dDocent_Contig_104856:9	dDocent_Contig_104856:9	C	6.96500497465576	0.001
dDocent_Contig_40267:7	dDocent_Contig_40267:7	C	5.25473755131654	0.021
dDocent_Contig_94070:7	dDocent_Contig_94070:7	C	2.24907913169136	0.197
dDocent_Contig_242251:43	dDocent_Contig_242251:43	C	7.94757775928959	0.003
dDocent_Contig_58747:37	dDocent_Contig_58747:37	C	15.51306284025	0
dDocent_Contig_21104:55	dDocent_Contig_21104:55	C	2.74153407801464	0.178
dDocent_Contig_22640:76	dDocent_Contig_22640:76	C	3.90865592599955	0.059
dDocent_Contig_64855:32	dDocent_Contig_64855:32	C	4.83317176401196	0.031
dDocent_Contig_15494:9	dDocent_Contig_15494:9	C	14.687637170285	0
dDocent_Contig_83617:41	dDocent_Contig_83617:41	C	3.8914503293356	0.019
dDocent_Contig_54173:60	dDocent_Contig_54173:60	C	3.30974713087944	0.064
dDocent_Contig_67832:19	dDocent_Contig_67832:19	C	15.1140255014741	0
dDocent_Contig_79404:31	dDocent_Contig_79404:31	C	0.43712067434582	0.682
dDocent_Contig_30566:59	dDocent_Contig_30566:59	C	1.93946014157572	0.216
dDocent_Contig_258709:28	dDocent_Contig_258709:28	C	11.5504721344142	0
dDocent_Contig_195680:50	dDocent_Contig_195680:50	C	2.05080133901372	0.212
dDocent_Contig_25649:12	dDocent_Contig_25649:12	C	9.02131199490955	0
dDocent_Contig_232758:30	dDocent_Contig_232758:30	C	1.54887167716857	0.276
dDocent_Contig_151250:54	dDocent_Contig_151250:54	C	2.35906178912539	0.137
dDocent_Contig_146192:54	dDocent_Contig_146192:54	C	14.0923779195445	0
dDocent_Contig_50657:13	dDocent_Contig_50657:13	C	10.9576657090945	0
dDocent_Contig_152553:53	dDocent_Contig_152553:53	C	4.76606865414956	0.03
dDocent_Contig_56400:16	dDocent_Contig_56400:16	C	2.39841976879623	0.165
dDocent_Contig_103211:16	dDocent_Contig_103211:16	C	2.48483707142314	0.147
dDocent_Contig_203785:23	dDocent_Contig_203785:23	C	3.28903777111775	0.044
dDocent_Contig_73005:23	dDocent_Contig_73005:23	C	4.15441247266973	0.028
dDocent_Contig_136081:29	dDocent_Contig_136081:29	C	5.1211425823616	0.013
dDocent_Contig_55488:39	dDocent_Contig_55488:39	C	4.40729701637166	0.034
dDocent_Contig_113042:76	dDocent_Contig_113042:76	C	0.771459880371339	0.482
dDocent_Contig_243708:27	dDocent_Contig_243708:27	C	1.45068509304927	0.365
dDocent_Contig_63059:81	dDocent_Contig_63059:81	C	0.648849568447019	0.556
dDocent_Contig_46091:15	dDocent_Contig_46091:15	C	9.44661241363914	0.002
dDocent_Contig_132977:10	dDocent_Contig_132977:10	C	3.61490359414605	0.046
dDocent_Contig_201196:59	dDocent_Contig_201196:59	C	1.69842060954487	0.281
dDocent_Contig_56254:34	dDocent_Contig_56254:34	C	5.20241367886454	0.023
dDocent_Contig_225620:81	dDocent_Contig_225620:81	C	3.53239307232394	0.04
dDocent_Contig_80642:7	dDocent_Contig_80642:7	C	0.834245787024976	0.513
dDocent_Contig_16392:39	dDocent_Contig_16392:39	C	2.18968002031146	0.178
dDocent_Contig_167260:59	dDocent_Contig_167260:59	C	5.89207689494229	0.009
dDocent_Contig_61074:9	dDocent_Contig_61074:9	C	5.10946975445726	0.006
dDocent_Contig_74718:26	dDocent_Contig_74718:26	C	4.91361004239673	0.026
dDocent_Contig_30511:12	dDocent_Contig_30511:12	C	30.6500139014782	0
dDocent_Contig_57918:39	dDocent_Contig_57918:39	C	16.0643475322245	0
dDocent_Contig_105280:27	dDocent_Contig_105280:27	C	8.56715093753432	0
dDocent_Contig_129241:25	dDocent_Contig_129241:25	C	0.52049841276822	0.596
dDocent_Contig_46243:39	dDocent_Contig_46243:39	C	5.21376858130995	0.026
dDocent_Contig_58152:47	dDocent_Contig_58152:47	C	4.4421865138283	0.046
dDocent_Contig_189530:29	dDocent_Contig_189530:29	C	3.88896777528379	0.045
dDocent_Contig_146503:45	dDocent_Contig_146503:45	C	1.77597949211238	0.27
dDocent_Contig_69494:15	dDocent_Contig_69494:15	C	6.16599368695735	0.01
dDocent_Contig_146203:21	dDocent_Contig_146203:21	C	5.3104534459198	0.01
dDocent_Contig_203580:25	dDocent_Contig_203580:25	C	51.7403429626056	0
dDocent_Contig_111911:17	dDocent_Contig_111911:17	C	2.07016790867368	0.187
dDocent_Contig_15970:37	dDocent_Contig_15970:37	C	1.97159856693415	0.26
dDocent_Contig_233575:23	dDocent_Contig_233575:23	C	2.03146153062917	0.25
dDocent_Contig_24661:74	dDocent_Contig_24661:74	C	22.073745998072	0
dDocent_Contig_129450:56	dDocent_Contig_129450:56	C	5.74390790660367	0.006
dDocent_Contig_140491:34	dDocent_Contig_140491:34	C	1.97252099732515	0.194
dDocent_Contig_80571:7	dDocent_Contig_80571:7	C	2.88838526508293	0.097
dDocent_Contig_104147:60	dDocent_Contig_104147:60	C	0.502269156286218	0.581
dDocent_Contig_184848:31	dDocent_Contig_184848:31	C	5.87078746253567	0.01
dDocent_Contig_71704:13	dDocent_Contig_71704:13	C	4.15528723183917	0.035
dDocent_Contig_45856:75	dDocent_Contig_45856:75	C	15.2387072898539	0
dDocent_Contig_88657:48	dDocent_Contig_88657:48	C	14.1942040721186	0
dDocent_Contig_187475:81	dDocent_Contig_187475:81	C	12.4294117425338	0
dDocent_Contig_65834:38	dDocent_Contig_65834:38	C	3.96197655993605	0.054
dDocent_Contig_74455:41	dDocent_Contig_74455:41	C	8.7749598759667	0
dDocent_Contig_107644:31	dDocent_Contig_107644:31	C	5.35679513828487	0.015
dDocent_Contig_21045:44	dDocent_Contig_21045:44	C	7.24311698162408	0.008
dDocent_Contig_57294:15	dDocent_Contig_57294:15	C	5.26420606584075	0.009
dDocent_Contig_7251:64	dDocent_Contig_7251:64	C	16.645824217346	0
dDocent_Contig_83234:43	dDocent_Contig_83234:43	C	4.22364159104426	0.034
dDocent_Contig_106509:30	dDocent_Contig_106509:30	C	13.1903438202782	0
dDocent_Contig_22228:34	dDocent_Contig_22228:34	C	0.422132666331862	0.62
dDocent_Contig_222531:68	dDocent_Contig_222531:68	C	4.52408923163323	0.032
dDocent_Contig_19943:52	dDocent_Contig_19943:52	C	1.64099658205431	0.245
dDocent_Contig_254090:8	dDocent_Contig_254090:8	C	12.5806590770969	0
dDocent_Contig_145508:31	dDocent_Contig_145508:31	C	6.41053450101193	0.005
dDocent_Contig_56085:77	dDocent_Contig_56085:77	C	1.69031486119751	0.347
dDocent_Contig_150745:33	dDocent_Contig_150745:33	C	20.0258191975727	0
dDocent_Contig_110603:50	dDocent_Contig_110603:50	C	4.33620806258052	0.028
dDocent_Contig_183582:30	dDocent_Contig_183582:30	C	8.73327320462148	0
dDocent_Contig_77483:8	dDocent_Contig_77483:8	C	9.12337075153586	0.001
dDocent_Contig_154912:21	dDocent_Contig_154912:21	C	2.50234544706528	0.171
dDocent_Contig_87759:12	dDocent_Contig_87759:12	C	10.9020836702601	0.001
dDocent_Contig_123819:27	dDocent_Contig_123819:27	C	11.0870601164392	0
dDocent_Contig_102711:43	dDocent_Contig_102711:43	C	9.70093584665878	0
dDocent_Contig_70317:45	dDocent_Contig_70317:45	C	4.778857571545	0.02
dDocent_Contig_22867:45	dDocent_Contig_22867:45	C	4.17312382378859	0.031
dDocent_Contig_80102:44	dDocent_Contig_80102:44	C	3.26122471219665	0.061
dDocent_Contig_53781:7	dDocent_Contig_53781:7	C	0.271161939750229	0.635
dDocent_Contig_103222:45	dDocent_Contig_103222:45	C	10.3102757220881	0
dDocent_Contig_23713:7	dDocent_Contig_23713:7	C	4.19559671233752	0.032
dDocent_Contig_125604:22	dDocent_Contig_125604:22	C	2.87132473630925	0.116
dDocent_Contig_258640:7	dDocent_Contig_258640:7	C	10.5997824651579	0
dDocent_Contig_104178:42	dDocent_Contig_104178:42	C	7.72264915845864	0.005
dDocent_Contig_73760:64	dDocent_Contig_73760:64	C	1.34983326521925	0.366
dDocent_Contig_233072:16	dDocent_Contig_233072:16	C	1.28105234838354	0.301
dDocent_Contig_7169:32	dDocent_Contig_7169:32	C	0.795089163864603	0.474
dDocent_Contig_129450:81	dDocent_Contig_129450:81	C	1.09702117763266	0.442
dDocent_Contig_22801:10	dDocent_Contig_22801:10	C	42.9124020900528	0
dDocent_Contig_71056:74	dDocent_Contig_71056:74	C	3.51200418122092	0.068
dDocent_Contig_97151:26	dDocent_Contig_97151:26	C	7.52758838409694	0
dDocent_Contig_143496:57	dDocent_Contig_143496:57	C	11.7742312050186	0
dDocent_Contig_94634:12	dDocent_Contig_94634:12	C	0.873996037352505	0.549
dDocent_Contig_31513:26	dDocent_Contig_31513:26	C	5.52236632061198	0.008
dDocent_Contig_83850:28	dDocent_Contig_83850:28	C	2.45804508840001	0.118
dDocent_Contig_200881:31	dDocent_Contig_200881:31	C	2.7434409387085	0.089
dDocent_Contig_23874:23	dDocent_Contig_23874:23	C	20.6974827964898	0
dDocent_Contig_124687:8	dDocent_Contig_124687:8	C	1.31558668160874	0.359
dDocent_Contig_242037:20	dDocent_Contig_242037:20	C	6.75480021800738	0.006
dDocent_Contig_242900:55	dDocent_Contig_242900:55	C	1.0878285748371	0.512
dDocent_Contig_52793:33	dDocent_Contig_52793:33	C	6.18649012965647	0.007
dDocent_Contig_130554:11	dDocent_Contig_130554:11	C	15.7655169239826	0
dDocent_Contig_3068:55	dDocent_Contig_3068:55	C	21.9245571584097	0
dDocent_Contig_95607:22	dDocent_Contig_95607:22	C	8.56634964845043	0
dDocent_Contig_146482:65	dDocent_Contig_146482:65	C	13.0973152579523	0
dDocent_Contig_1355:72	dDocent_Contig_1355:72	C	2.32253494288027	0.136
dDocent_Contig_128036:8	dDocent_Contig_128036:8	C	10.2720384697876	0.001
dDocent_Contig_87453:23	dDocent_Contig_87453:23	C	3.8125739857844	0.059
dDocent_Contig_78053:80	dDocent_Contig_78053:80	C	3.12944172460348	0.107
dDocent_Contig_98032:16	dDocent_Contig_98032:16	C	6.1404227029546	0.003
dDocent_Contig_70505:12	dDocent_Contig_70505:12	C	2.00076742374851	0.207
dDocent_Contig_168618:13	dDocent_Contig_168618:13	C	2.7914856841079	0.142
dDocent_Contig_123819:58	dDocent_Contig_123819:58	C	3.75049886529428	0.031
dDocent_Contig_188380:21	dDocent_Contig_188380:21	C	1.15289697804967	0.355
dDocent_Contig_50440:28	dDocent_Contig_50440:28	C	1.18698470512092	0.431
dDocent_Contig_200429:20	dDocent_Contig_200429:20	C	3.59815707767868	0.067
dDocent_Contig_7204:47	dDocent_Contig_7204:47	C	11.7681016437522	0.001
dDocent_Contig_113960:31	dDocent_Contig_113960:31	C	3.30835271150046	0.106
dDocent_Contig_93066:55	dDocent_Contig_93066:55	C	1.64626573941572	0.229
dDocent_Contig_135015:13	dDocent_Contig_135015:13	C	25.9477037854152	0
dDocent_Contig_4663:10	dDocent_Contig_4663:10	C	0.427112285039868	0.6
dDocent_Contig_80006:11	dDocent_Contig_80006:11	C	4.80030556739502	0.018
dDocent_Contig_114189:80	dDocent_Contig_114189:80	C	1.57893807878739	0.355
dDocent_Contig_77207:59	dDocent_Contig_77207:59	C	0.532289456284374	0.527
dDocent_Contig_135419:35	dDocent_Contig_135419:35	C	1.57988750677588	0.258
dDocent_Contig_4942:48	dDocent_Contig_4942:48	C	0.855990968645678	0.51
dDocent_Contig_35866:69	dDocent_Contig_35866:69	C	2.59009659312269	0.171
dDocent_Contig_100371:16	dDocent_Contig_100371:16	C	1.07323635370577	0.385
dDocent_Contig_31110:57	dDocent_Contig_31110:57	C	13.8451193722349	0
dDocent_Contig_184439:37	dDocent_Contig_184439:37	C	5.43007288724421	0.02
dDocent_Contig_141334:8	dDocent_Contig_141334:8	C	2.46517198534964	0.173
dDocent_Contig_69080:14	dDocent_Contig_69080:14	C	15.0961164011491	0
dDocent_Contig_256462:35	dDocent_Contig_256462:35	C	0.836655593379518	0.48
dDocent_Contig_79712:28	dDocent_Contig_79712:28	C	20.5862526837621	0
dDocent_Contig_65536:52	dDocent_Contig_65536:52	C	4.99151741076915	0.016
dDocent_Contig_239298:55	dDocent_Contig_239298:55	C	2.50322064031711	0.111
dDocent_Contig_239298:73	dDocent_Contig_239298:73	C	4.64067424135067	0.04
dDocent_Contig_81899:54	dDocent_Contig_81899:54	C	2.43048553955307	0.151
dDocent_Contig_99491:26	dDocent_Contig_99491:26	C	6.93325086233152	0.003
dDocent_Contig_35527:28	dDocent_Contig_35527:28	C	51.6613403729321	0
dDocent_Contig_125711:13	dDocent_Contig_125711:13	C	2.95962156187191	0.085
dDocent_Contig_109307:46	dDocent_Contig_109307:46	C	3.27740161686559	0.086
dDocent_Contig_83732:66	dDocent_Contig_83732:66	C	4.37684257484477	0.03
dDocent_Contig_21045:17	dDocent_Contig_21045:17	C	4.85276758700077	0.016
dDocent_Contig_91249:21	dDocent_Contig_91249:21	C	1.80725284222076	0.277
dDocent_Contig_255750:75	dDocent_Contig_255750:75	C	0.359223214539583	0.67
dDocent_Contig_202602:56	dDocent_Contig_202602:56	C	1.91328804757971	0.231
dDocent_Contig_16373:73	dDocent_Contig_16373:73	C	0.5411437363285	0.604
dDocent_Contig_64961:27	dDocent_Contig_64961:27	C	16.5064547748072	0
dDocent_Contig_91548:48	dDocent_Contig_91548:48	C	6.4742040287214	0.007
dDocent_Contig_47550:39	dDocent_Contig_47550:39	C	5.12572973171054	0.015
dDocent_Contig_89287:33	dDocent_Contig_89287:33	C	1.16989235553655	0.371
dDocent_Contig_89287:39	dDocent_Contig_89287:39	C	1.98379578096315	0.202
dDocent_Contig_84764:37	dDocent_Contig_84764:37	C	2.99005334139098	0.141
dDocent_Contig_99968:19	dDocent_Contig_99968:19	C	2.52627905486348	0.132
dDocent_Contig_195217:22	dDocent_Contig_195217:22	C	34.3433783071307	0
dDocent_Contig_259068:14	dDocent_Contig_259068:14	C	12.9313758560485	0
dDocent_Contig_182910:73	dDocent_Contig_182910:73	C	2.62647386889127	0.131
dDocent_Contig_100189:29	dDocent_Contig_100189:29	C	9.70029415708698	0
dDocent_Contig_61360:64	dDocent_Contig_61360:64	C	2.40049601643228	0.162
dDocent_Contig_247078:35	dDocent_Contig_247078:35	C	6.60173940481245	0.001
dDocent_Contig_242025:19	dDocent_Contig_242025:19	C	2.29854486722368	0.152
dDocent_Contig_129483:31	dDocent_Contig_129483:31	C	5.52907031599402	0.006
dDocent_Contig_129483:39	dDocent_Contig_129483:39	C	6.74248874194832	0.007
dDocent_Contig_260421:19	dDocent_Contig_260421:19	C	14.2739488667699	0
dDocent_Contig_97741:8	dDocent_Contig_97741:8	C	18.211366137705	0
dDocent_Contig_258640:19	dDocent_Contig_258640:19	C	4.96989067171735	0.037
dDocent_Contig_90176:19	dDocent_Contig_90176:19	C	0.839245465314761	0.509
dDocent_Contig_70843:56	dDocent_Contig_70843:56	C	3.92196411209392	0.077
dDocent_Contig_135091:42	dDocent_Contig_135091:42	C	1.12929912982807	0.395
dDocent_Contig_63127:62	dDocent_Contig_63127:62	C	6.63517340811781	0.002
dDocent_Contig_104864:46	dDocent_Contig_104864:46	C	2.11829616628073	0.193
dDocent_Contig_32576:39	dDocent_Contig_32576:39	C	1.21741482864341	0.337
dDocent_Contig_153359:29	dDocent_Contig_153359:29	C	29.4477753959011	0
dDocent_Contig_93183:23	dDocent_Contig_93183:23	C	4.94143013383353	0.03
dDocent_Contig_124115:66	dDocent_Contig_124115:66	C	2.93799265953329	0.133
dDocent_Contig_68702:11	dDocent_Contig_68702:11	C	2.14805492473957	0.211
dDocent_Contig_257644:17	dDocent_Contig_257644:17	C	6.71465325077277	0.003
dDocent_Contig_114189:52	dDocent_Contig_114189:52	C	2.79081216466913	0.111
dDocent_Contig_88098:8	dDocent_Contig_88098:8	C	7.04521902329854	0.004
dDocent_Contig_225811:17	dDocent_Contig_225811:17	C	3.50478160398104	0.053
dDocent_Contig_112418:29	dDocent_Contig_112418:29	C	22.9850689613049	0
dDocent_Contig_186589:41	dDocent_Contig_186589:41	C	4.37056924121369	0.027
dDocent_Contig_130743:30	dDocent_Contig_130743:30	C	2.73334229290697	0.116
dDocent_Contig_201353:13	dDocent_Contig_201353:13	C	4.17426009736954	0.029
dDocent_Contig_259081:16	dDocent_Contig_259081:16	C	6.7716996243588	0.007
dDocent_Contig_154832:27	dDocent_Contig_154832:27	C	4.22532371938307	0.029
dDocent_Contig_193679:31	dDocent_Contig_193679:31	C	14.3427378717969	0
dDocent_Contig_86066:48	dDocent_Contig_86066:48	C	2.04283021830045	0.228
dDocent_Contig_148583:25	dDocent_Contig_148583:25	C	0.983296501098451	0.386
dDocent_Contig_110508:13	dDocent_Contig_110508:13	C	3.98265802061754	0.036
dDocent_Contig_245137:29	dDocent_Contig_245137:29	C	8.95073211075686	0.001
dDocent_Contig_1877:18	dDocent_Contig_1877:18	C	9.47427696273705	0
dDocent_Contig_149544:63	dDocent_Contig_149544:63	C	9.70302490872719	0
dDocent_Contig_107551:49	dDocent_Contig_107551:49	C	11.2548975362573	0
dDocent_Contig_199733:13	dDocent_Contig_199733:13	C	5.78425671010297	0.007
dDocent_Contig_158018:32	dDocent_Contig_158018:32	C	1.19797850862018	0.505
dDocent_Contig_235273:20	dDocent_Contig_235273:20	C	4.27611950099561	0.042
dDocent_Contig_93956:27	dDocent_Contig_93956:27	C	3.3399559757144	0.072
dDocent_Contig_227939:61	dDocent_Contig_227939:61	C	3.00530849538465	0.068
dDocent_Contig_235378:45	dDocent_Contig_235378:45	C	29.3841724521145	0
dDocent_Contig_108220:13	dDocent_Contig_108220:13	C	5.35977435839887	0.016
dDocent_Contig_186465:13	dDocent_Contig_186465:13	C	6.18823616474952	0.007
dDocent_Contig_101705:32	dDocent_Contig_101705:32	C	13.5426681895381	0
dDocent_Contig_54732:35	dDocent_Contig_54732:35	C	2.37456302851288	0.178
dDocent_Contig_250158:24	dDocent_Contig_250158:24	C	13.8898457192382	0
dDocent_Contig_152691:54	dDocent_Contig_152691:54	C	24.7316031064894	0
dDocent_Contig_23673:7	dDocent_Contig_23673:7	C	6.46232517039731	0.012
dDocent_Contig_45868:17	dDocent_Contig_45868:17	C	2.83888891702162	0.097
dDocent_Contig_139983:13	dDocent_Contig_139983:13	C	11.7852487841613	0
dDocent_Contig_60776:31	dDocent_Contig_60776:31	C	48.1188587116512	0
dDocent_Contig_54402:32	dDocent_Contig_54402:32	C	10.2644959894675	0
dDocent_Contig_79913:45	dDocent_Contig_79913:45	C	27.8175465651641	0
dDocent_Contig_25847:80	dDocent_Contig_25847:80	C	1.17116218666365	0.388
dDocent_Contig_340:37	dDocent_Contig_340:37	C	1.58209702337837	0.271
dDocent_Contig_195680:55	dDocent_Contig_195680:55	C	2.52446037622792	0.148
dDocent_Contig_130426:42	dDocent_Contig_130426:42	C	3.3721591630888	0.083
